f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190
0.318232,0.03367,0.014115,0.014644,0.012603,0.060097,0.231499,0.467723,0.704635,0.528931,0.064542,0.226342,0.470598,0.708444,0.494536,0.068998,0.291109,0.671369,0.84099,0.498246,0.065673,0.299937,0.6894,0.870515,0.532232,0.071046,0.330009,0.537234,0.829959,0.53687,0.0536661,0.221278,0.39809,0.571198,0.511309,0.0987576,0.320877,0.598202,0.807647,0.551279,0.0738768,0.198062,0.474499,0.551615,0.552484,0.354338,0.039753,0.02427,0.009165,0.00446,0.082831,0.261401,0.584079,0.91232,0.650262,0.075874,0.253111,0.586751,0.919696,0.603056,0.083264,0.278676,0.581764,0.695277,0.393018,0.072225,0.2515,0.571831,0.687912,0.43074,0.0903496,0.341658,0.513406,0.818008,0.528141,0.049592,0.226233,0.41531,0.549479,0.522423,0.083262,0.303753,0.550188,0.821243,0.523215,0.059148,0.184557,0.445213,0.552877,0.528402
0.05221,0.040614,0.021316,0.013841,0.014094,0.075231,0.270039,0.567533,0.691972,0.626777,0.075967,0.298468,0.562141,0.709714,0.540957,0.093371,0.362621,0.774961,0.794376,0.556057,0.084227,0.291221,0.778962,0.749005,0.549205,0.103946,0.357493,0.486004,0.597342,1.02682,0.0944659,0.296663,0.664497,0.883653,0.735148,0.108459,0.34504,0.508857,0.577193,1.04279,0.09365,0.298598,0.678234,0.862196,0.737869,0.072286,0.05143,0.035819,0.007018,0.005312,0.077457,0.290658,0.685321,0.893819,0.750261,0.079756,0.314844,0.684283,0.895816,0.672103,0.092794,0.357613,0.68639,0.627366,0.459827,0.083591,0.321912,0.692908,0.627271,0.475455,0.106328,0.343251,0.506341,0.582085,1.03813,0.0936541,0.299502,0.693965,0.866604,0.719138,0.102089,0.344967,0.48728,0.590387,1.03727,0.0996035,0.296953,0.682808,0.849907,0.745304
0.106292,0.059077,0.027038,0.021926,0.036027,0.128166,0.446898,0.640209,1.04225,1.45894,0.113319,0.409617,0.647873,1.05702,1.45756,0.144778,0.555482,0.916084,1.2314,1.44973,0.128575,0.509242,0.882859,1.23949,1.53463,0.190458,0.629146,0.804101,1.11704,1.18995,0.134806,0.339585,0.560628,0.805161,1.40163,0.18739,0.598095,0.780444,1.10918,1.18954,0.137773,0.343411,0.577065,0.815425,1.42517,0.089966,0.077023,0.042417,0.01215,0.011563,0.129772,0.4728,0.77455,1.31976,1.78829,0.120459,0.449242,0.789542,1.34176,1.7634,0.14464,0.527862,0.792896,0.989718,1.14817,0.128153,0.478431,0.766585,0.967658,1.20014,0.163641,0.561807,0.798354,1.07304,1.13444,0.125566,0.327302,0.539252,0.748842,1.31656,0.167551,0.560054,0.809714,1.06774,1.14803,0.1366,0.328803,0.585749,0.760869,1.303
0.08626,0.021848,0.012887,0.016347,0.029778,0.05217,0.207719,0.391578,0.981852,1.28904,0.083094,0.214298,0.431633,1.01308,1.24597,0.068849,0.257122,0.562899,1.2451,1.19862,0.085955,0.259308,0.567366,1.18774,1.1026,0.0783617,0.246647,0.373611,0.832894,1.34536,0.136766,0.291531,0.725463,0.995041,1.25096,0.0700764,0.248811,0.360086,0.840111,1.32529,0.112133,0.304386,0.717598,0.993066,1.24686,0.058277,0.030832,0.021075,0.016201,0.00933,0.057252,0.227732,0.502482,1.27516,1.59775,0.084744,0.233268,0.50764,1.30231,1.5453,0.073054,0.243924,0.482293,1.00221,0.974363,0.087765,0.253092,0.509934,0.978702,0.983125,0.0769014,0.255276,0.368313,0.843917,1.33842,0.124703,0.312295,0.728223,0.997384,1.23629,0.0743621,0.254967,0.370687,0.854945,1.34979,0.137304,0.294338,0.716599,0.997769,1.25897
0.117783,0.04151,0.010776,0.009016,0.008017,0.085527,0.233373,0.436885,0.681652,0.323564,0.087818,0.27165,0.439565,0.682857,0.322376,0.096381,0.325038,0.625896,0.876672,0.316627,0.099834,0.304398,0.612124,0.878955,0.282436,0.112131,0.283365,0.529933,0.573716,0.464409,0.121661,0.295164,0.351142,0.639113,0.303495,0.100695,0.279029,0.511909,0.590811,0.428612,0.107654,0.317754,0.364499,0.640035,0.290288,0.088933,0.050439,0.022702,0.012462,0.00252,0.083842,0.258191,0.53196,0.88206,0.394701,0.083173,0.291761,0.559865,0.88066,0.403689,0.09671,0.298639,0.545242,0.7084,0.259744,0.098975,0.293871,0.513327,0.710638,0.231393,0.104109,0.303501,0.532597,0.574135,0.445028,0.11414,0.31214,0.347049,0.650246,0.315732,0.117919,0.297986,0.538655,0.575211,0.443129,0.126939,0.318536,0.367952,0.632152,0.307341
0.030251,0.022211,0.009483,0.009816,0.008362,0.043487,0.121433,0.337818,0.533482,0.357708,0.04786,0.138465,0.342855,0.529519,0.348522,0.046387,0.166871,0.482142,0.640793,0.347975,0.049588,0.135456,0.477525,0.669265,0.382104,0.0550548,0.177714,0.302236,0.458173,0.321565,0.084089,0.164815,0.417173,0.543471,0.383318,0.0760155,0.200215,0.289828,0.476674,0.353085,0.0825266,0.156026,0.396523,0.560964,0.363405,0.023592,0.025458,0.016392,0.006857,0.002488,0.040503,0.119649,0.42791,0.676419,0.44008,0.044566,0.141567,0.430217,0.667119,0.419768,0.045443,0.159557,0.409395,0.515609,0.278935,0.053669,0.12764,0.413482,0.52372,0.302494,0.0811414,0.199464,0.31544,0.467742,0.307481,0.105808,0.177567,0.377395,0.521402,0.357784,0.0653542,0.186744,0.319114,0.432369,0.300508,0.0805273,0.150159,0.403208,0.513355,0.358749
0.127927,0.028744,0.023873,0.019243,0.011351,0.098225,0.240232,0.92821,1.17365,0.496266,0.086237,0.209143,0.841415,1.15693,0.491614,0.110475,0.278241,1.19809,1.42137,0.505717,0.102833,0.274934,1.26542,1.42769,0.493229,0.137159,0.301751,1.03595,1.02547,0.469831,0.108947,0.211451,0.868542,0.995079,0.384729,0.147696,0.309409,1.0182,1.03725,0.481883,0.104415,0.204809,0.842741,1.0246,0.408541,0.090345,0.037421,0.045313,0.016395,0.003999,0.100674,0.254805,1.10466,1.48529,0.620341,0.091642,0.226323,1.06248,1.48571,0.610099,0.105191,0.276048,1.06833,1.15529,0.39999,0.096118,0.263813,1.08347,1.15213,0.404603,0.139862,0.317086,0.953299,0.999436,0.460989,0.124646,0.200361,0.93051,1.05462,0.359237,0.133567,0.31414,1.01458,1.01136,0.469971,0.0853926,0.211645,0.856754,1.01168,0.380724
0.13148,0.042259,0.027268,0.008989,0.009794,0.109943,0.250045,0.773392,0.488578,0.376985,0.109468,0.256774,0.747673,0.498934,0.384913,0.116972,0.309466,1.05063,0.613028,0.365928,0.134649,0.342226,1.0955,0.618945,0.362792,0.153359,0.285271,0.795829,0.600377,0.384041,0.190034,0.384301,0.829434,0.572082,0.409397,0.1394,0.262372,0.797069,0.584185,0.405102,0.195745,0.39674,0.847977,0.593706,0.399566,0.107066,0.049471,0.045277,0.008442,0.003281,0.109838,0.27357,0.931589,0.618296,0.471514,0.111661,0.274731,0.909487,0.633458,0.469795,0.110189,0.290716,0.912778,0.500469,0.300847,0.131116,0.319015,0.943371,0.48533,0.306976,0.113453,0.301957,0.733808,0.555723,0.372784,0.197412,0.380086,0.835902,0.587397,0.456126,0.113206,0.28373,0.784498,0.61142,0.370267,0.181391,0.390321,0.833061,0.550928,0.433309
0.16752,0.050507,0.015066,0.015555,0.008927,0.146094,0.397833,0.469489,0.864734,0.350311,0.117683,0.359389,0.45409,0.872675,0.358743,0.157191,0.476192,0.642588,1.07193,0.352908,0.123002,0.441831,0.615048,1.04623,0.327129,0.180778,0.465738,0.451568,0.888395,0.505407,0.0982106,0.350815,0.465852,0.713073,0.352706,0.192444,0.464488,0.44925,0.891021,0.468967,0.106693,0.353496,0.462189,0.702821,0.355997,0.142779,0.06942,0.028387,0.012967,0.003166,0.147882,0.411721,0.567325,1.0995,0.433633,0.124302,0.39948,0.560231,1.13384,0.444201,0.156936,0.449524,0.554021,0.860693,0.283019,0.127692,0.423665,0.555221,0.827103,0.263064,0.18459,0.460672,0.444949,0.904009,0.45741,0.109919,0.336388,0.487936,0.686744,0.345207,0.206962,0.463622,0.477594,0.884273,0.42403,0.136961,0.335524,0.504418,0.670635,0.364402
0.049685,0.013694,0.014034,0.003983,0.006225,0.039031,0.127694,0.367306,0.264506,0.246014,0.048239,0.138381,0.373004,0.263099,0.237478,0.04804,0.154692,0.528341,0.335874,0.231226,0.042665,0.16039,0.493869,0.336338,0.235743,0.108105,0.161625,0.493964,0.311983,0.404603,0.0540236,0.187186,0.303954,0.525479,0.294395,0.0966041,0.157867,0.512593,0.298229,0.380857,0.118712,0.166905,0.290891,0.557846,0.309325,0.02425,0.018693,0.023229,0.004856,0.00177,0.046744,0.135689,0.433103,0.34729,0.297623,0.053413,0.143829,0.439735,0.332838,0.284712,0.04834,0.16303,0.462721,0.268794,0.187258,0.054473,0.158182,0.425992,0.282512,0.197348,0.108373,0.185827,0.50272,0.364768,0.406947,0.0983648,0.204637,0.311779,0.542325,0.307016,0.121186,0.176901,0.519425,0.325434,0.398968,0.0857963,0.194028,0.283175,0.532807,0.312579
